voltage, time
0.304,4.3819
0.3055,4.3915
0.30375,4.4011
0.30712,4.4107
0.30412,4.4203
0.3075,4.4299
0.30512,4.4395
0.30762,4.4491
0.30538,4.4586
0.30612,4.4682
0.30525,4.4778
0.30525,4.4874
0.304,4.497
0.30562,4.5066
0.30538,4.5162
0.30562,4.5258
0.30475,4.5354
0.3075,4.5449
0.30438,4.5545
0.30862,4.5641
0.30475,4.5737
0.31,4.5833
0.30575,4.5929
0.3065,4.6025
0.30812,4.6121
0.30662,4.6217
0.30512,4.6312
0.30988,4.6408
0.30488,4.6504
0.31112,4.66
0.30475,4.6696
0.30688,4.6792
0.30562,4.6888
0.3115,4.6984
0.30575,4.708
0.30788,4.7175
0.30638,4.7271
0.30788,4.7367
0.30612,4.7463
0.30588,4.7559
0.306,4.7655
0.30975,4.7751
0.30538,4.7847
0.30725,4.7942
0.30525,4.8038
0.30762,4.8134
0.307,4.823
0.30725,4.8326
0.30538,4.8422
0.30838,4.8518
0.30562,4.8614
0.3095,4.871
0.30625,4.8805
0.31088,4.8901
0.304,4.8997
0.31,4.9093
0.30475,4.9189
0.30575,4.9285
0.30312,4.9381
0.30375,4.9477
0.59437,4.9573
0.29063,4.9668
0.22087,4.9764
0.27075,4.986
0.19487,4.9956
0.19325,5.0052
0.1895,5.0148
0.19137,5.0244
0.26125,5.034
0.23162,5.0435
0.20087,5.0531
0.20363,5.0627
0.2405,5.0723
0.31275,5.0819
0.21725,5.0915
0.22362,5.1011
0.20725,5.1107
0.20813,5.1203
0.20688,5.1298
0.20925,5.1394
0.20675,5.149
0.2045,5.1586
0.19812,5.1682
0.1985,5.1778
0.19825,5.1874
0.19937,5.197
0.19825,5.2066
0.20125,5.2161
0.199,5.2257
0.20212,5.2353
0.19862,5.2449
0.20025,5.2545
0.19875,5.2641
0.2005,5.2737
0.19937,5.2833
0.20125,5.2928
0.19987,5.3024
0.20175,5.312
0.19937,5.3216
0.20225,5.3312
0.20087,5.3408
0.2025,5.3504
0.20125,5.36
0.20287,5.3696
0.20112,5.3791
0.203,5.3887
0.20212,5.3983
0.20413,5.4079
0.2025,5.4175
0.20463,5.4271
0.204,5.4367
0.2045,5.4463
0.2015,5.4559
0.205,5.4654
0.20325,5.475
0.207,5.4846
0.20388,5.4942
0.20713,5.5038
0.20375,5.5134
0.20675,5.523
0.20425,5.5326
0.20825,5.5421
0.20488,5.5517
0.20775,5.5613
0.20488,5.5709
0.2085,5.5805
0.20688,5.5901
0.20813,5.5997
0.2065,5.6093
0.20975,5.6189
0.20675,5.6284
0.20863,5.638
0.2085,5.6476
0.20738,5.6572
0.20688,5.6668
0.20938,5.6764
0.20763,5.686
0.21113,5.6956
0.20738,5.7052
0.21025,5.7147
0.21038,5.7243
0.21025,5.7339
0.20863,5.7435
0.2125,5.7531
0.20963,5.7627
0.21025,5.7723
0.20938,5.7819
0.21313,5.7915
0.20888,5.801
0.21388,5.8106
0.21,5.8202
0.21138,5.8298
0.21063,5.8394
0.214,5.849
0.21075,5.8586
0.21175,5.8682
0.21188,5.8777
0.2135,5.8873
0.21125,5.8969
0.21438,5.9065
0.2115,5.9161
0.21325,5.9257
0.21113,5.9353
0.21438,5.9449
0.21338,5.9545
0.21388,5.964
0.21363,5.9736
0.21538,5.9832
0.21288,5.9928
0.2155,6.0024
0.21325,6.012
0.21675,6.0216
0.21363,6.0312
0.21663,6.0408
0.21588,6.0503
0.21688,6.0599
0.21575,6.0695
0.2165,6.0791
0.21488,6.0887
0.21788,6.0983
0.2155,6.1079
0.218,6.1175
0.216,6.127
0.21775,6.1366
0.215,6.1462
0.21738,6.1558
0.2165,6.1654
0.2195,6.175
0.21663,6.1846
0.21775,6.1942
0.21675,6.2038
0.21788,6.2133
0.21513,6.2229
0.22012,6.2325
0.21763,6.2421
0.21912,6.2517
0.21987,6.2613
0.21825,6.2709
0.21775,6.2805
0.22012,6.2901
0.2195,6.2996
0.21925,6.3092
0.21887,6.3188
0.221,6.3284
0.21825,6.338
0.22325,6.3476
0.21937,6.3572
0.22112,6.3668
0.21962,6.3763
0.221,6.3859
0.21937,6.3955
0.22337,6.4051
0.21925,6.4147
0.22175,6.4243
0.22262,6.4339
0.222,6.4435
0.22175,6.4531
0.22362,6.4626
0.22025,6.4722
0.22362,6.4818
0.222,6.4914
0.22337,6.501
0.22287,6.5106
0.22475,6.5202
0.2215,6.5298
0.223,6.5394
0.22212,6.5489
0.22375,6.5585
0.22437,6.5681
0.22587,6.5777
0.22412,6.5873
0.22475,6.5969
0.224,6.6065
0.22412,6.6161
0.22362,6.6256
0.2285,6.6352
0.223,6.6448
0.2295,6.6544
0.22612,6.664
0.22825,6.6736
0.2265,6.6832
0.22537,6.6928
0.22475,6.7024
0.22712,6.7119
0.22387,6.7215
0.226,6.7311
0.22812,6.7407
0.22762,6.7503
0.22712,6.7599
0.22775,6.7695
0.22625,6.7791
0.2275,6.7887
0.22725,6.7982
0.23075,6.8078
0.22512,6.8174
0.231,6.827
0.22525,6.8366
0.227,6.8462
0.22837,6.8558
0.2275,6.8654
0.22687,6.875
0.23087,6.8845
0.22825,6.8941
0.23125,6.9037
0.23,6.9133
0.23075,6.9229
0.22625,6.9325
0.22925,6.9421
0.23025,6.9517
0.23075,6.9612
0.228,6.9708
0.23488,6.9804
0.22687,6.99
0.23275,6.9996
0.23062,7.0092
0.23125,7.0188
0.22937,7.0284
0.23337,7.038
0.23125,7.0475
0.23187,7.0571
0.2295,7.0667
0.23225,7.0763
0.22925,7.0859
0.23463,7.0955
0.23337,7.1051
0.23387,7.1147
0.2285,7.1243
0.23488,7.1338
0.232,7.1434
0.236,7.153
0.2315,7.1626
0.233,7.1722
0.23187,7.1818
0.23387,7.1914
0.231,7.201
0.23663,7.2105
0.23087,7.2201
0.23438,7.2297
0.23175,7.2393
0.23813,7.2489
0.23275,7.2585
0.23863,7.2681
0.23237,7.2777
0.23613,7.2873
0.23375,7.2968
0.23825,7.3064
0.23,7.316
0.23488,7.3256
0.23025,7.3352
0.23988,7.3448
0.23475,7.3544
0.2365,7.364
0.23575,7.3736
0.23825,7.3831
0.23325,7.3927
0.2365,7.4023
0.23475,7.4119
0.236,7.4215
0.23663,7.4311
0.23688,7.4407
0.23575,7.4503
0.24188,7.4598
0.23563,7.4694
0.2365,7.479
0.23488,7.4886
0.2375,7.4982
0.23775,7.5078
0.24125,7.5174
0.23463,7.527
0.238,7.5366
0.23225,7.5461
0.2375,7.5557
0.23688,7.5653
0.24075,7.5749
0.23725,7.5845
0.24125,7.5941
0.23412,7.6037
0.24038,7.6133
0.23763,7.6229
0.2425,7.6324
0.23963,7.642
0.24075,7.6516
0.23738,7.6612
0.24275,7.6708
0.23813,7.6804
0.24288,7.69
0.236,7.6996
0.24375,7.7091
0.2385,7.7187
0.242,7.7283
0.23963,7.7379
0.243,7.7475
0.23925,7.7571
0.24575,7.7667
0.2375,7.7763
0.24425,7.7859
0.23838,7.7954
0.24363,7.805
0.23888,7.8146
0.24363,7.8242
0.23875,7.8338
0.24438,7.8434
0.23763,7.853
0.24475,7.8626
0.23713,7.8722
0.24213,7.8817
0.24075,7.8913
0.2445,7.9009
0.24,7.9105
0.246,7.9201
0.23963,7.9297
0.24375,7.9393
0.24188,7.9489
0.24663,7.9584
0.23888,7.968
0.24513,7.9776
0.24563,7.9872
0.2525,7.9968
0.24413,8.0064
0.25088,8.016
0.24125,8.0256
0.24975,8.0352
0.243,8.0447
0.24963,8.0543
0.243,8.0639
0.25038,8.0735
0.24363,8.0831
0.24763,8.0927
0.24438,8.1023
0.24988,8.1119
0.24563,8.1215
0.24788,8.131
0.24613,8.1406
0.25162,8.1502
0.24588,8.1598
0.25162,8.1694
0.24375,8.179
0.25338,8.1886
0.24613,8.1982
0.25112,8.2078
0.24375,8.2173
0.25262,8.2269
0.2465,8.2365
0.24988,8.2461
0.24763,8.2557
0.25288,8.2653
0.24738,8.2749
0.255,8.2845
0.24788,8.294
0.25088,8.3036
0.24825,8.3132
0.25062,8.3228
0.25062,8.3324
0.25388,8.342
0.24975,8.3516
0.25312,8.3612
0.2505,8.3708
0.25475,8.3803
0.2475,8.3899
0.25725,8.3995
0.25112,8.4091
0.25512,8.4187
0.25325,8.4283
0.25825,8.4379
0.25875,8.4475
0.263,8.4571
0.26388,8.4666
0.27075,8.4762
0.27113,8.4858
0.27875,8.4954
0.278,8.505
0.28687,8.5146
0.28463,8.5242
0.29,8.5338
0.29013,8.5433
0.29337,8.5529
0.30025,8.5625
0.29113,8.5721
0.29313,8.5817
0.29663,8.5913
0.29187,8.6009
0.29825,8.6105
0.29437,8.6201
0.298,8.6296
0.289,8.6392
0.29325,8.6488
0.29513,8.6584
0.29337,8.668
0.28563,8.6776
0.29387,8.6872
0.289,8.6968
0.29675,8.7064
0.29163,8.7159
0.29475,8.7255
0.294,8.7351
0.29825,8.7447
0.28987,8.7543
0.29387,8.7639
0.29163,8.7735
0.294,8.7831
0.2895,8.7926
0.29063,8.8022
0.28763,8.8118
0.28475,8.8214
0.28287,8.831
0.28637,8.8406
0.28287,8.8502
0.28725,8.8598
0.27837,8.8694
0.2855,8.8789
0.27737,8.8885
0.28075,8.8981
0.27825,8.9077
0.28037,8.9173
0.27363,8.9269
0.28037,8.9365
0.27837,8.9461
0.27813,8.9557
0.27963,8.9652
0.27637,8.9748
0.29113,8.9844
0.28313,8.994
0.28813,9.0036
0.291,9.0132
0.28563,9.0228
0.29225,9.0324
0.29125,9.0419
0.29925,9.0515
0.2955,9.0611
0.29225,9.0707
0.28937,9.0803
0.2895,9.0899
0.28637,9.0995
0.29812,9.1091
0.29363,9.1187
0.28913,9.1282
0.28663,9.1378
0.28925,9.1474
0.28325,9.157
0.28613,9.1666
0.28637,9.1762
0.29037,9.1858
0.2855,9.1954
0.28863,9.205
0.28575,9.2145
0.28825,9.2241
0.29063,9.2337
0.29037,9.2433
0.28337,9.2529
0.28625,9.2625
0.28575,9.2721
0.28587,9.2817
0.28475,9.2913
0.28337,9.3008
0.28263,9.3104
0.2815,9.32
0.28213,9.3296
0.28225,9.3392
0.27875,9.3488
0.28087,9.3584
0.2775,9.368
0.27637,9.3775
0.27675,9.3871
0.27713,9.3967
0.2785,9.4063
0.27463,9.4159
0.27675,9.4255
0.2785,9.4351
0.27763,9.4447
0.278,9.4543
0.27525,9.4638
0.28025,9.4734
0.27913,9.483
0.28263,9.4926
0.28563,9.5022
0.28863,9.5118
0.28587,9.5214
0.28613,9.531
0.28363,9.5406
0.2875,9.5501
0.28675,9.5597
0.28637,9.5693
0.28025,9.5789
0.28587,9.5885
0.27875,9.5981
0.281,9.6077
0.27963,9.6173
0.2825,9.6268
0.27925,9.6364
0.2785,9.646
0.28037,9.6556
0.28025,9.6652
0.27675,9.6748
0.27925,9.6844
0.27563,9.694
0.27437,9.7036
0.26937,9.7131
0.27225,9.7227
0.27225,9.7323
0.27213,9.7419
0.27175,9.7515
0.27813,9.7611
0.27113,9.7707
0.27225,9.7803
0.26937,9.7899
0.27413,9.7994
0.27025,9.809
0.27,9.8186
0.26763,9.8282
0.2705,9.8378
0.26625,9.8474
0.269,9.857
0.2715,9.8666
0.27213,9.8761
0.26837,9.8857
0.2705,9.8953
0.26725,9.9049
0.26913,9.9145
0.26625,9.9241
0.26925,9.9337
0.26863,9.9433
0.268,9.9529
0.26512,9.9624
0.26913,9.972
0.26825,9.9816
0.27025,9.9912
0.26887,10.001
0.27213,10.01
0.267,10.02
0.26637,10.03
0.26787,10.039
0.2695,10.049
0.26813,10.058
0.26512,10.068
0.2625,10.078
0.26637,10.087
0.26925,10.097
0.27125,10.106
0.27275,10.116
0.2675,10.125
0.26325,10.135
0.26625,10.145
0.26663,10.154
0.26913,10.164
0.2705,10.173
0.27013,10.183
0.26863,10.193
0.26488,10.202
0.263,10.212
0.27025,10.221
0.26663,10.231
0.271,10.241
0.27025,10.25
0.27013,10.26
0.26837,10.269
0.26875,10.279
0.27137,10.288
0.28713,10.298
0.30612,10.308
0.31712,10.317
0.31875,10.327
0.31462,10.336
0.30725,10.346
0.30738,10.356
0.31012,10.365
0.31,10.375
0.307,10.384
0.30588,10.394
0.3035,10.404
0.30188,10.413
0.29862,10.423
0.30312,10.432
0.30188,10.442
0.30175,10.451
0.30225,10.461
0.29988,10.471
0.29437,10.48
0.30275,10.49
0.29988,10.499
0.29875,10.509
0.29762,10.519
0.29575,10.528
0.292,10.538
0.29463,10.547
0.29,10.557
0.28963,10.567
0.2895,10.576
0.29163,10.586
0.289,10.595
0.28837,10.605
0.28513,10.614
0.29075,10.624
0.28563,10.634
0.28913,10.643
0.2875,10.653
0.28525,10.662
0.28587,10.672
0.28337,10.682
0.28175,10.691
0.28937,10.701
0.28425,10.71
0.27663,10.72
0.2815,10.73
0.277,10.739
0.27825,10.749
0.28363,10.758
0.28325,10.768
0.27713,10.777
0.28225,10.787
0.27613,10.797
0.27475,10.806
0.28213,10.816
0.2805,10.825
0.2815,10.835
0.27875,10.845
0.28137,10.854
0.28487,10.864
0.28225,10.873
0.283,10.883
0.27875,10.893
0.27987,10.902
0.27687,10.912
0.2815,10.921
0.27563,10.931
0.2755,10.94
0.28137,10.95
0.27975,10.96
0.27875,10.969
0.282,10.979
0.27863,10.988
0.28113,10.998
0.28275,11.008
0.27575,11.017
0.27875,11.027
0.274,11.036
0.28,11.046
0.28,11.056
0.27475,11.065
0.27837,11.075
0.27887,11.084
0.28163,11.094
0.2825,11.103
0.2815,11.113
0.27937,11.123
0.297,11.132
0.303,11.142
0.30512,11.151
0.3115,11.161
0.30562,11.171
0.31288,11.18
0.30875,11.19
0.30612,11.199
0.30625,11.209
0.31238,11.219
0.31325,11.228
0.30688,11.238
0.31125,11.247
0.3075,11.257
0.30875,11.266
0.31175,11.276
0.30725,11.286
0.31438,11.295
0.30775,11.305
0.30312,11.314
0.30625,11.324
0.30338,11.334
0.30662,11.343
0.30612,11.353
0.30412,11.362
0.30088,11.372
0.306,11.382
0.30062,11.391
0.29938,11.401
0.301,11.41
0.29663,11.42
0.30488,11.429
0.29925,11.439
0.294,11.449
0.2945,11.458
0.29225,11.468
0.29838,11.477
0.29738,11.487
0.29313,11.497
0.296,11.506
0.29175,11.516
0.29663,11.525
0.2955,11.535
0.29637,11.545
0.29263,11.554
0.29738,11.564
0.29237,11.573
0.29613,11.583
0.29375,11.592
0.29437,11.602
0.28975,11.612
0.29663,11.621
0.2925,11.631
0.28925,11.64
0.292,11.65
0.28875,11.66
0.29437,11.669
0.291,11.679
0.2905,11.688
0.28813,11.698
0.29375,11.708
0.28987,11.717
0.29225,11.727
0.2915,11.736
0.29325,11.746
0.28875,11.755
0.28775,11.765
0.29525,11.775
0.2935,11.784
0.288,11.794
0.29,11.803
0.2935,11.813
0.28963,11.823
0.29,11.832
0.28687,11.842
0.29025,11.851
0.29337,11.861
0.2915,11.871
0.292,11.88
0.287,11.89
0.29175,11.899
0.2935,11.909
0.29263,11.918
0.2925,11.928
0.29037,11.938
0.29063,11.947
0.29337,11.957
0.29325,11.966
0.28763,11.976
0.29287,11.986
0.28825,11.995
0.2945,12.005
0.29425,12.014
0.29287,12.024
0.28987,12.034
0.29,12.043
0.29137,12.053
0.29287,12.062
0.29237,12.072
0.293,12.082
0.28575,12.091
0.29363,12.101
0.29125,12.11
0.2935,12.12
0.2885,12.129
0.28937,12.139
0.28637,12.149
0.29663,12.158
0.29,12.168
0.29313,12.177
0.28763,12.187
0.291,12.197
0.29075,12.206
0.29213,12.216
0.2865,12.225
0.2885,12.235
0.28963,12.245
0.29225,12.254
0.29163,12.264
0.2925,12.273
0.28963,12.283
0.29063,12.292
0.29087,12.302
0.28625,12.312
0.29063,12.321
0.28863,12.331
0.2875,12.34
0.28513,12.35
0.29812,12.36
0.29788,12.369
0.30888,12.379
0.3055,12.388
0.3255,12.398
0.33737,12.408
0.33213,12.417
0.34463,12.427
0.39387,12.436
0.39937,12.446
0.38475,12.455
0.3785,12.465
0.37612,12.475
0.37088,12.484
0.37275,12.494
0.371,12.503
0.36862,12.513
0.36275,12.523
0.3585,12.532
0.35313,12.542
0.357,12.551
0.35763,12.561
0.3735,12.571
0.38288,12.58
0.38375,12.59
0.38338,12.599
0.38362,12.609
0.37562,12.618
0.3815,12.628
0.38125,12.638
0.37775,12.647
0.372,12.657
0.37612,12.666
0.37238,12.676
0.3775,12.686
0.38012,12.695
0.37562,12.705
0.38375,12.714
0.38212,12.724
0.39012,12.734
0.39163,12.743
0.39213,12.753
0.39537,12.762
0.39263,12.772
0.392,12.781
0.39313,12.791
0.393,12.801
0.39087,12.81
0.38938,12.82
0.38262,12.829
0.38288,12.839
0.38288,12.849
0.377,12.858
0.38175,12.868
0.381,12.877
0.37938,12.887
0.373,12.897
0.3775,12.906
0.37762,12.916
0.3755,12.925
0.37288,12.935
0.36888,12.944
0.36962,12.954
0.37062,12.964
0.36825,12.973
0.36825,12.983
0.36575,12.992
0.36525,13.002
0.36062,13.012
0.3625,13.021
0.36375,13.031
0.36012,13.04
0.362,13.05
0.35938,13.06
0.367,13.069
0.366,13.079
0.36838,13.088
0.36588,13.098
0.3625,13.107
0.36662,13.117
0.36538,13.127
0.37275,13.136
0.373,13.146
0.38062,13.155
0.37062,13.165
0.37912,13.175
0.37775,13.184
0.37688,13.194
0.37962,13.203
0.37175,13.213
0.38475,13.223
0.38462,13.232
0.38775,13.242
0.39325,13.251
0.4315,13.261
0.42875,13.27
0.42512,13.28
0.42412,13.29
0.42262,13.299
0.415,13.309
0.4115,13.318
0.41125,13.328
0.41213,13.338
0.40613,13.347
0.41025,13.357
0.40875,13.366
0.40325,13.376
0.40387,13.386
0.412,13.395
0.40775,13.405
0.40513,13.414
0.4055,13.424
0.40663,13.433
0.40787,13.443
0.40563,13.453
0.40237,13.462
0.40425,13.472
0.405,13.481
0.40263,13.491
0.40287,13.501
0.40387,13.51
0.40025,13.52
0.39425,13.529
0.4045,13.539
0.39837,13.549
0.39387,13.558
0.4015,13.568
0.40125,13.577
0.40037,13.587
0.39863,13.596
0.40163,13.606
0.4005,13.616
0.398,13.625
0.40125,13.635
0.39163,13.644
0.39325,13.654
0.40025,13.664
0.39363,13.673
0.3965,13.683
0.39875,13.692
0.397,13.702
0.39487,13.712
0.393,13.721
0.39475,13.731
0.3975,13.74
0.39925,13.75
0.37938,13.759
0.38025,13.769
0.38462,13.779
0.383,13.788
0.379,13.798
0.38038,13.807
0.392,13.817
0.38862,13.827
0.3895,13.836
0.39075,13.846
0.38688,13.855
0.39287,13.865
0.39287,13.875
0.39113,13.884
0.3935,13.894
0.39513,13.903
0.39437,13.913
0.39113,13.922
0.38425,13.932
0.38975,13.942
0.387,13.951
0.385,13.961
0.3835,13.97
0.38675,13.98
0.38288,13.99
0.38862,13.999
0.3805,14.009
0.38512,14.018
0.37788,14.028
0.37812,14.038
0.3705,14.047
0.37475,14.057
